,Distinction,Home,Index_Rating,School,_id
1409,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/2004-d-rosedale-st/sale_40778194,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474090
1410,[],http://www.har.com/1901-calumet-st--a/sale_92903714,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Poe Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474091
1411,[],http://www.har.com/1901-calumet-st--a/sale_92903714,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474092
1412,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1901-calumet-st--a/sale_92903714,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474093
1413,[],http://www.har.com/2905-wichita-st/sale_86209444,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474094
1414,[],http://www.har.com/2905-wichita-st/sale_86209444,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474095
1415,[],http://www.har.com/2905-wichita-st/sale_86209444,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474096
1416,"['Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4243-bethel-blv/sale_10303674,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Wainwright Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474097
1417,['Reading/ELA Distinction'],http://www.har.com/4243-bethel-blv/sale_10303674,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Clifton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474098
1418,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/4243-bethel-blv/sale_10303674,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac82858474099
1419,"['Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4922-poinciana/sale_45295556,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Wainwright Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac8285847409a
1420,['Reading/ELA Distinction'],http://www.har.com/4922-poinciana/sale_45295556,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Clifton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac8285847409b
1421,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/4922-poinciana/sale_45295556,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac8285847409c
1422,['Science Distinction'],http://www.har.com/1343-afton-st/sale_54852684,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Housman Elementary School Elementary  KG  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac8285847409d
1423,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/1343-afton-st/sale_54852684,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac8285847409e
1424,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1343-afton-st/sale_54852684,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac8285847409f
1425,[],http://www.har.com/1737-hollister-st/sale_58188344,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Valley Oaks Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740a0
1426,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/1737-hollister-st/sale_58188344,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740a1
1427,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1737-hollister-st/sale_58188344,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740a2
1428,[],http://www.har.com/2922-rosedale-st/sale_23330148,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740a3
1429,[],http://www.har.com/2922-rosedale-st/sale_23330148,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740a4
1430,[],http://www.har.com/2922-rosedale-st/sale_23330148,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740a5
1431,[],http://www.har.com/8205-montridge-dr/sale_43029049,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Ridgecrest Elementary School Elementary  KG  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740a6
1432,[],http://www.har.com/8205-montridge-dr/sale_43029049,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Landrum Middle School Middle  05  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740a7
1433,[],http://www.har.com/8205-montridge-dr/sale_43029049,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Northbrook High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740a8
1434,[],http://www.har.com/2414-rosedale-st/sale_71664644,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740a9
1435,[],http://www.har.com/2414-rosedale-st/sale_71664644,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740aa
1436,[],http://www.har.com/2414-rosedale-st/sale_71664644,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740ab
1437,"['Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/4828-austin-st/sale_48451486,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Macgregor Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740ac
1438,[],http://www.har.com/4828-austin-st/sale_48451486,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740ad
1439,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/4828-austin-st/sale_48451486,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740ae
1440,['Science Distinction'],http://www.har.com/2807-old-pecan-grove-ln/sale_78853710,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Stevens Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740af
1441,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2807-old-pecan-grove-ln/sale_78853710,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740b0
1442,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2807-old-pecan-grove-ln/sale_78853710,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740b1
1443,[],http://www.har.com/2402-prospect-st/sale_46051543,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740b2
1444,[],http://www.har.com/2402-prospect-st/sale_46051543,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740b3
1445,[],http://www.har.com/2402-prospect-st/sale_46051543,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740b4
1446,"['Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/4920-labranch/sale_70407234,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Macgregor Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740b5
1447,[],http://www.har.com/4920-labranch/sale_70407234,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740b6
1448,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/4920-labranch/sale_70407234,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740b7
1449,[],http://www.har.com/9139-rangely/sale_44843265,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740b8
1450,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/9139-rangely/sale_44843265,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740b9
1451,"['Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/9139-rangely/sale_44843265,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Woods High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740ba
1452,[],http://www.har.com/7510-woodridge-pl/sale_78423394,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hunters Creek Elementary School Elementary  KG  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740bb
1453,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/7510-woodridge-pl/sale_78423394,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740bc
1454,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/7510-woodridge-pl/sale_78423394,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740bd
1455,['Science Distinction'],http://www.har.com/2806-old-pecan-grove-ln/sale_80804189,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Stevens Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740be
1456,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2806-old-pecan-grove-ln/sale_80804189,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740bf
1457,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2806-old-pecan-grove-ln/sale_80804189,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740c0
1458,[],http://www.har.com/9119-campbell-ct/sale_24488691,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Valley Oaks Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c1
1459,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/9119-campbell-ct/sale_24488691,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c2
1460,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/9119-campbell-ct/sale_24488691,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c3
1461,[],http://www.har.com/1414-e-hilshire-park-dr/sale_61330631,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Valley Oaks Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c4
1462,[],http://www.har.com/1414-e-hilshire-park-dr/sale_61330631,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Landrum Middle School Middle  05  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c5
1463,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1414-e-hilshire-park-dr/sale_61330631,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c6
1464,[],http://www.har.com/1702-wirt-unit-a/sale_81967147,['Met Index 4'],"
                  Treasure Forest Elementary School Elementary  KG  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c7
1465,[],http://www.har.com/1702-wirt-unit-a/sale_81967147,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Landrum Middle School Middle  05  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c8
1466,[],http://www.har.com/1702-wirt-unit-a/sale_81967147,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Northbrook High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740c9
1467,[],http://www.har.com/8603-costmary-ln/sale_76079450,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Valley Oaks Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740ca
1468,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/8603-costmary-ln/sale_76079450,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740cb
1469,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/8603-costmary-ln/sale_76079450,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740cc
1470,"['Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/4625-chartres-street/sale_68478614,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Macgregor Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740cd
1471,[],http://www.har.com/4625-chartres-street/sale_68478614,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740ce
1472,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/4625-chartres-street/sale_68478614,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740cf
1473,[],http://www.har.com/8217-cabernet-ln/sale_62961864,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Valley Oaks Elementary School Elementary  PK  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740d0
1474,[],http://www.har.com/8217-cabernet-ln/sale_62961864,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Landrum Middle School Middle  05  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740d1
1475,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/8217-cabernet-ln/sale_62961864,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740d2
1476,[],http://www.har.com/3216-binz-st/sale_54502040,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740d3
1477,[],http://www.har.com/3216-binz-st/sale_54502040,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740d4
1478,[],http://www.har.com/3216-binz-st/sale_54502040,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740d5
1479,"['Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/4621-chartres-street/sale_18583240,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Macgregor Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740d6
1480,[],http://www.har.com/4621-chartres-street/sale_18583240,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740d7
1481,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/4621-chartres-street/sale_18583240,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740d8
1482,"['Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/1810-rosedale-st/sale_11989466,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Macgregor Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740d9
1483,[],http://www.har.com/1810-rosedale-st/sale_11989466,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740da
1484,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1810-rosedale-st/sale_11989466,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",598fc993e2bac828584740db
1485,['Science Distinction'],http://www.har.com/1325-afton-st/sale_81091743,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Housman Elementary School Elementary  KG  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740dc
1486,"['Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/1325-afton-st/sale_81091743,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Spring Branch Middle School Middle  06  08  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740dd
1487,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1325-afton-st/sale_81091743,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial High School High  09  12  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740de
1488,['Science Distinction'],http://www.har.com/6107-westview--drive/sale_68650786,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Housman Elementary School Elementary  KG  05  SPRING BRANCH ISD
                  
                   
                ",598fc993e2bac828584740df
